ticket_id,text,category,urgency
1925,Can you help me with some information?,Product Inquiry,Low
1926,"The item I received wasn't what I ordered. By the way, the weather is nice today.",Returns & Refunds,Medium
1927,can you help me out? thanks for your assistance.,General/Irrelevant,Low
1928,i'm reaching out about something. i hope you're having a good day.,General/Irrelevant,Medium
1929,The wrong item was sent to me.,Returns & Refunds,Medium
1930,The item I received wasn't what I ordered.,Returns & Refunds,Medium
1931,The amount I was charged seems incorrect.,Billing & Payments,Medium
1932,can you provide more details about the product?,Product Inquiry,Medium
1933,I think my account has been compromised. I hope you're having a good day.,Account Management,Medium
1934,The system returned an unexpected error code.,Technical Support,Medium
1935,The feature you mentioned isn't working as described. I appreciate your help with this.,Technical Support,Medium
1936,i need assistance with an issue.,Technical Support,High
1937,I need assistance with something. I'm a longtime customer.,General/Irrelevant,High
1938,Can you tell me more about the specifications? I appreciate your help with this.,Product Inquiry,Medium
1939,can you help me with my account issue?,Account Management,Medium
1940,i need assistance with something. i hope you're having a good day.,General/Irrelevant,High
1941,I received a damaged item and would like to return it.,Returns & Refunds,Medium
1942,i have an issue with my account. i appreciate your help with this.,Account Management,Medium
1943,I'm experiencing performance issues with the platform.,Technical Support,Medium
1944,Can you help me out?,General/Irrelevant,Medium
1945,I noticed an issue with my account - the amount doesn't match what I expected.,Billing & Payments,Medium
1946,I forgot my login credentials. This is my first time contacting support.,Account Management,Medium
1947,the wrong item was sent to me.,Returns & Refunds,Medium
1948,just checking in to see how things are going. thanks for your assistance.,General/Irrelevant,Low
1949,This product doesn't meet my expectations and I'd like to return it.,Returns & Refunds,Medium
1950,Can you tell me more about the specifications?,Product Inquiry,Medium
1951,My subscription hasn't been renewed properly.,Billing & Payments,Medium
1952,I'm having trouble logging into my account. I hope you're having a good day.,Account Management,Medium
1953,What options are available for customization?,Product Inquiry,Medium
1954,i have a question about an item.,Product Inquiry,Low
1955,The page loads extremely slowly for me.,Technical Support,Medium
1956,I'd like to know more about your latest product offerings. I hope you're having a good day.,Product Inquiry,High
1957,I'd like to update my account information. This is my first time contacting support.,Account Management,Low
1958,"Something is wrong with my order. By the way, the weather is nice today.",Billing & Payments,Medium
1959,the amount i was charged seems incorrect.,Billing & Payments,Medium
1960,The application froze while I was using it.,Technical Support,Medium
1961,Just checking in to see how things are going.,General/Irrelevant,Medium
1962,I received a damaged item and would like to return it.,Returns & Refunds,Medium
1963,How do I verify my email address?,Account Management,Medium
1964,The amount I was charged seems incorrect.,Billing & Payments,Medium
1965,can you process a refund for my recent purchase?,Billing & Payments,Medium
1966,Can you help me recover my account access?,Account Management,Medium
1967,I'm experiencing performance issues with the platform.,Technical Support,Medium
1968,can you help me with some information?,General/Irrelevant,Low
1969,Can you provide some information about something?,General/Irrelevant,Low
1970,I need help with my purchase.,Returns & Refunds,High
1971,I need to send this back as it's not what I expected.,Returns & Refunds,High
1972,I'd like to provide feedback about something.,General/Irrelevant,Medium
1973,I have an issue with my account - something isn't working right.,Technical Support,Medium
1974,can you assist me with something?,Returns & Refunds,Medium
1975,the product arrived defective and doesn't work.,Returns & Refunds,Medium
1976,The product arrived defective and doesn't work.,Returns & Refunds,Medium
1977,can i change the email associated with my account?,Account Management,Medium
1978,How do I verify my email address? I'm a longtime customer.,Account Management,Medium
1979,I need to send this back as it's not what I expected.,Returns & Refunds,Low
1980,can you help me out?,General/Irrelevant,Low
1981,"Hi there, just wanted to reach out.",General/Irrelevant,Medium
1982,Can you help me set up two-factor authentication?,Account Management,Medium
1983,Can you help me resolve this problem?,Technical Support,Medium
1984,this product doesn't meet my expectations and i'd like to return it.,Returns & Refunds,Medium
1985,What options are available for customization?,Product Inquiry,Medium
1986,I need assistance with my account. I appreciate your help with this.,Account Management,High
1987,I wanted to ask about something in general. I hope you're having a good day.,General/Irrelevant,Low
1988,i'm reaching out about something. i appreciate your help with this.,General/Irrelevant,Medium
1989,can you provide more details about the product? i'm a longtime customer.,Product Inquiry,Medium
1990,just checking in to see how things are going.,General/Irrelevant,Medium
1991,I need to send this back as it's not what I expected.,Returns & Refunds,High
1992,Can you provide more details about the product?,Product Inquiry,Medium
1993,Can I change the email associated with my account?,Account Management,Medium
1994,the system returned an unexpected error code.,Technical Support,Medium
1995,I have a question for you. I hope you're having a good day.,General/Irrelevant,Low
1996,Just checking in to see how things are going.,General/Irrelevant,Medium
1997,can you help me resolve this problem?,Technical Support,Medium
1998,Can you help me recover my account access?,Account Management,Medium
1999,The feature you mentioned isn't working as described.,Technical Support,Medium
2000,the application froze while i was using it.,Technical Support,Medium
2001,I have a question that might not fit your usual categories. I appreciate your help with this.,General/Irrelevant,Low
2002,can you help me with some information?,General/Irrelevant,Low
2003,can you help me recover my account access?,Account Management,Medium
2004,Can I exchange this for a different option?,Returns & Refunds,Medium
2005,Is this item still being manufactured?,Product Inquiry,Medium
2006,I forgot my login credentials.,Account Management,Medium
2007,I was charged multiple times for the same order.,Billing & Payments,Medium
2008,I'm having trouble connecting to the service. Thanks for your assistance.,Technical Support,Low
2009,I'm reaching out about something.,General/Irrelevant,Medium
2010,I'm reaching out about something.,General/Irrelevant,Medium
2011,The item I received wasn't what I ordered.,Returns & Refunds,Medium
2012,Can I exchange this for a different option?,Returns & Refunds,Medium
2013,My credit card declined but I was still charged.,Billing & Payments,Medium
2014,I'd like to return this purchase for a refund. Thanks for your assistance.,Returns & Refunds,Medium
2015,What accessories are compatible with this product?,Product Inquiry,Medium
2016,the application keeps crashing whenever i try to use this feature. this is my first time contacting support.,Technical Support,Low
2017,I'm looking for more details about something.,Product Inquiry,Medium
2018,Can I change the email associated with my account?,Account Management,Medium
2019,I think my account has been compromised.,Account Management,Medium
2020,can you help me with some information?,General/Irrelevant,Low
2021,what accessories are compatible with this product?,Product Inquiry,Medium
2022,Something is wrong with my order.,Billing & Payments,Medium
2023,Can you help me with my account issue?,Account Management,Medium
2024,My credit card declined but I was still charged.,Billing & Payments,Medium
2025,What are the main features of this product?,Product Inquiry,Medium
2026,Something is wrong with my order.,Billing & Payments,Medium
2027,I forgot my login credentials.,Account Management,Medium
2028,I'm experiencing performance issues with the platform.,Technical Support,Medium
2029,The wrong item was sent to me.,Returns & Refunds,Medium
2030,This product doesn't meet my expectations and I'd like to return it.,Returns & Refunds,Medium
2031,Can you provide more details about the product?,Product Inquiry,Medium
2032,I need assistance with an issue.,Technical Support,High
2033,This product doesn't meet my expectations and I'd like to return it.,Returns & Refunds,Medium
2034,i noticed an issue with my account - the amount doesn't match what i expected.,Billing & Payments,Medium
2035,I'm looking for more details about something. I appreciate your help with this.,Product Inquiry,Medium
2036,the shipment included an incorrect item.,Returns & Refunds,Medium
2037,I need to send this back as it's not what I expected. Looking forward to your response.,Returns & Refunds,High
2038,Something is wrong with what I received. I'm a longtime customer.,Returns & Refunds,Medium
2039,the system returned an unexpected error code.,Technical Support,Medium
2040,Can I change the email associated with my account?,Account Management,Medium
2041,I'm experiencing performance issues with the platform.,Technical Support,Medium
2042,I need assistance with something.,General/Irrelevant,High
2043,what options are available for customization?,Product Inquiry,Medium
2044,Can you help me with my purchase?,Billing & Payments,Medium
2045,"I'm unable to reset my password. By the way, the weather is nice today.",Account Management,Medium
2046,Something is wrong with what I received. This is my first time contacting support.,Returns & Refunds,Medium
2047,The shipment included an incorrect item.,Returns & Refunds,Medium
2048,I need help accessing my account.,Technical Support,High
2049,I'd like to provide feedback about something.,General/Irrelevant,Medium
2050,I'm unable to reset my password.,Account Management,Medium
2051,I'm interested in learning more about your services.,General/Irrelevant,Medium
2052,there's a problem i need help with.,Technical Support,High
2053,The feature you mentioned isn't working as described.,Technical Support,Medium
2054,The product arrived defective and doesn't work.,Returns & Refunds,Medium
2055,I have an issue with my account. I'm a longtime customer.,Account Management,Medium
2056,I have an issue with my recent order.,Returns & Refunds,Medium
2057,is this item still being manufactured?,Product Inquiry,Medium
2058,I can't seem to access the platform from my device. This is my first time contacting support.,Technical Support,Medium
2059,My credit card declined but I was still charged.,Billing & Payments,Medium
2060,can i exchange this for a different option?,Returns & Refunds,Medium
2061,Do you have any recommendations for me?,General/Irrelevant,Medium
2062,the product arrived defective and doesn't work.,Returns & Refunds,Medium
2063,I'm reaching out about something. I'm a longtime customer.,General/Irrelevant,Medium
2064,Can you provide more details about the product?,Product Inquiry,Medium
2065,Can you help me recover my account access? I'm a longtime customer.,Account Management,Medium
2066,"I need to send this back as it's not what I expected. By the way, the weather is nice today.",Returns & Refunds,High
2067,What can you tell me about your company?,General/Irrelevant,Medium
2068,I'm having trouble logging into my account.,Account Management,Medium
2069,I didn't authorize this charge on my account.,Billing & Payments,Medium
2070,can you help me set up two-factor authentication?,Account Management,Medium
2071,Is there a newer version available?,Product Inquiry,Medium
2072,is this item still being manufactured?,Product Inquiry,Medium
2073,the application froze while i was using it.,Technical Support,Medium
2074,I'm experiencing performance issues with the platform.,Technical Support,Medium
2075,"I need assistance with my account. By the way, the weather is nice today.",Account Management,High
2076,Can you help me with some information?,Product Inquiry,Low
2077,I noticed an issue with my account - the amount doesn't match what I expected.,Billing & Payments,Medium
2078,Is this item available in different sizes or colors?,Product Inquiry,Medium
2079,The page loads extremely slowly for me.,Technical Support,Medium
2080,What options are available for customization?,Product Inquiry,Medium
2081,do you have information about what's included in the package?,Product Inquiry,Low
2082,Can I get a refund for this purchase?,Returns & Refunds,Medium
2083,The wrong item was sent to me.,Returns & Refunds,Medium
2084,Is this item available in different sizes or colors?,Product Inquiry,Medium
2085,The application froze while I was using it.,Technical Support,Medium
2086,how do i change my subscription settings? thanks for your assistance.,Billing & Payments,Low
2087,Can you help me with some information? Looking forward to your response.,Product Inquiry,Low
2088,I think my account has been compromised.,Account Management,Medium
2089,My subscription hasn't been renewed properly.,Billing & Payments,Medium
2090,can i change the email associated with my account?,Account Management,Medium
2091,There's a bug in the system that prevents me from completing my task.,Technical Support,Medium
2092,What's the difference between these product versions?,Product Inquiry,Medium
2093,I need assistance regarding something.,Product Inquiry,High
2094,the application keeps crashing whenever i try to use this feature.,Technical Support,Low
2095,Do you have any recommendations for me? I hope you're having a good day.,General/Irrelevant,Medium
2096,Is this item available in different sizes or colors? Looking forward to your response.,Product Inquiry,Medium
2097,How do I update my profile information? I appreciate your help with this.,Account Management,Low
2098,The service seems to be down or experiencing technical difficulties. This is my first time contacting support.,Technical Support,Medium
2099,I have an issue with my recent purchase.,Billing & Payments,Medium
2100,i noticed an issue with my account - the amount doesn't match what i expected.,Billing & Payments,Medium
2101,The service seems to be down or experiencing technical difficulties. I'm a longtime customer.,Technical Support,Medium
2102,Something is wrong with what I received. This is my first time contacting support.,Returns & Refunds,Medium
2103,i have a general inquiry for your team.,Account Management,Low
2104,I'm unable to reset my password.,Account Management,Medium
2105,Can you help me with some information?,General/Irrelevant,Low
2106,This product doesn't meet my expectations and I'd like to return it.,Returns & Refunds,Low
2107,How do I verify my email address?,Account Management,Medium
2108,What accessories are compatible with this product?,Product Inquiry,Medium
2109,"I'm having trouble logging into my account. By the way, the weather is nice today.",Account Management,Medium
2110,Can I get a refund for this purchase?,Returns & Refunds,Medium
2111,Can you help me with some information?,Product Inquiry,Low
2112,the shipment included an incorrect item.,Product Inquiry,Medium
2113,I need assistance with my account. I appreciate your help with this.,Account Management,High
2114,I'm reaching out about something.,General/Irrelevant,Medium
2115,"can you help me recover my account access? by the way, the weather is nice today.",Account Management,Medium
2116,I'm having trouble logging into my account.,Account Management,Medium
2117,"Hi there, just wanted to reach out. Thanks for your assistance.",General/Irrelevant,Low
2118,how do i update my profile information?,Account Management,Low
2119,Can you help me with some information?,General/Irrelevant,Low
2120,can you provide more details about the product?,Product Inquiry,Medium
2121,i'd like to update my account information.,Account Management,Low
2122,I'd like to return this purchase for a refund.,Returns & Refunds,Medium
2123,can you help me understand this transaction from last week?,Billing & Payments,Medium
2124,Can you help me out? I hope you're having a good day.,General/Irrelevant,Medium
2125,there's a discrepancy in my billing statement. looking forward to your response.,Billing & Payments,Low
2126,The item I received wasn't what I ordered.,Returns & Refunds,Medium
2127,the amount i was charged seems incorrect.,Billing & Payments,Medium
2128,the service seems to be down or experiencing technical difficulties.,Technical Support,Medium
2129,Can I change the email associated with my account?,Account Management,Medium
2130,How do I verify my email address?,Account Management,Medium
2131,i have an issue with my account - something isn't working right.,Technical Support,Medium
2132,The application keeps crashing whenever I try to use this feature.,Technical Support,Low
2133,this product doesn't meet my expectations and i'd like to return it. looking forward to your response.,Returns & Refunds,Medium
2134,there seems to be a problem with the recent charge on my account. thanks for your assistance.,Billing & Payments,Low
2135,I need assistance with something.,General/Irrelevant,High
2136,what's the difference between these product versions?,Product Inquiry,Medium
2137,the amount i was charged seems incorrect.,Billing & Payments,Medium
2138,I'm unable to reset my password.,Account Management,Medium
2139,The application froze while I was using it.,Technical Support,Medium
2140,what can you tell me about your company?,General/Irrelevant,High
2141,i have an issue with my account.,Account Management,Medium
2142,The product arrived defective and doesn't work.,Returns & Refunds,Medium
2143,I need assistance with an issue.,Billing & Payments,High
2144,Can you help me with some information?,General/Irrelevant,Low
2145,Do you have information about what's included in the package? This is my first time contacting support.,Product Inquiry,Low
2146,can you help me resolve this problem?,Technical Support,Medium
2147,the amount i was charged seems incorrect.,Billing & Payments,Medium
2148,Can you assist me with something? I appreciate your help with this.,Returns & Refunds,Medium
2149,just checking in to see how things are going.,General/Irrelevant,Medium
2150,i noticed an issue with my account - the amount doesn't match what i expected.,Billing & Payments,Medium
2151,The wrong item was sent to me.,Returns & Refunds,High
2152,The item I received wasn't what I ordered.,Returns & Refunds,Medium
2153,Something is wrong with what I received. I'm a longtime customer.,Returns & Refunds,Medium
2154,I have an issue with my recent purchase.,Billing & Payments,Medium
2155,I need assistance with an issue.,Technical Support,High
2156,I wanted to ask about something in general. I hope you're having a good day.,General/Irrelevant,Low
2157,what can you tell me about your company?,General/Irrelevant,Medium
2158,"The product arrived defective and doesn't work. By the way, the weather is nice today.",General/Irrelevant,Medium
2159,What can you tell me about your company?,General/Irrelevant,Medium
2160,Can you help me understand this transaction from last week? I'm a longtime customer.,Billing & Payments,Medium
2161,The application froze while I was using it.,Technical Support,Medium
2162,The page loads extremely slowly for me.,Technical Support,Medium
2163,I'm experiencing performance issues with the platform. This is my first time contacting support.,Technical Support,Medium
2164,Can you help me with my account issue? Thanks for your assistance.,Account Management,Low
2165,i need to send this back as it's not what i expected.,Returns & Refunds,High
2166,I'd like to update my account information.,Account Management,Low
2167,"The product arrived defective and doesn't work. By the way, the weather is nice today.",Returns & Refunds,Medium
2168,How do I initiate a return?,Returns & Refunds,Medium
2169,What can you tell me about your company? Looking forward to your response.,General/Irrelevant,Medium
2170,I wanted to ask about something in general.,General/Irrelevant,Low
2171,The product arrived defective and doesn't work.,Returns & Refunds,Medium
2172,There seems to be a problem with the recent charge on my account.,Billing & Payments,Medium
2173,something's wrong with my access.,Account Management,Low
2174,I need assistance with an issue.,Billing & Payments,High
2175,I need to send this back as it's not what I expected.,Returns & Refunds,High
2176,There's a problem I need help with.,Technical Support,High
2177,This product doesn't meet my expectations and I'd like to return it.,Returns & Refunds,Medium
2178,I was charged multiple times for the same order. I appreciate your help with this.,Billing & Payments,Medium
2179,Is there a newer version available?,Product Inquiry,Medium
2180,can you provide more details about the product?,Product Inquiry,Medium
2181,The application keeps crashing whenever I try to use this feature.,Technical Support,Low
2182,Can you provide more details about the product? Looking forward to your response.,Product Inquiry,Medium
2183,Something is wrong with what I received. I hope you're having a good day.,Returns & Refunds,Medium
2184,Do you have any recommendations for me?,General/Irrelevant,Medium
2185,Can you help me recover my account access?,Account Management,Medium
2186,what options are available for customization?,Product Inquiry,Medium
2187,I need assistance with my account.,Account Management,High
2188,I have a question for you. I'm a longtime customer.,General/Irrelevant,High
2189,I need help with my purchase.,Returns & Refunds,High
2190,I'd like to know more about your latest product offerings. I hope you're having a good day.,Product Inquiry,High
2191,I need assistance with something.,General/Irrelevant,High
2192,Can you assist me with something?,Returns & Refunds,Medium
2193,can you assist me with something?,Returns & Refunds,Medium
2194,something is wrong with what i received.,Returns & Refunds,Medium
2195,Is this item available in different sizes or colors?,Product Inquiry,Medium
2196,there seems to be a problem with the recent charge on my account. thanks for your assistance.,Billing & Payments,Low
2197,What are the main features of this product?,Product Inquiry,Medium
2198,can i change the email associated with my account?,Account Management,Medium
2199,I have an issue with my recent purchase. I'm a longtime customer.,Billing & Payments,Medium
2200,Can you help me with some information? Thanks for your assistance.,General/Irrelevant,Low
2201,can you help me set up two-factor authentication?,Account Management,Low
2202,i can't seem to access the platform from my device.,Technical Support,High
2203,There's a problem I need help with.,Technical Support,High
2204,I have an issue with my account - something isn't working right.,Technical Support,Medium
2205,Something isn't functioning correctly in the application. Thanks for your assistance.,Technical Support,Low
2206,I need to send this back as it's not what I expected.,Returns & Refunds,High
2207,I need to send this back as it's not what I expected.,Returns & Refunds,High
2208,the service seems to be down or experiencing technical difficulties.,Technical Support,Medium
2209,I'm getting error messages when trying to access certain features.,Technical Support,Medium
2210,I need assistance with my account.,Account Management,High
2211,can you help me with some information? i'm a longtime customer.,General/Irrelevant,Low
2212,I'm looking for more details about something.,Product Inquiry,Medium
2213,There's a bug in the system that prevents me from completing my task.,Technical Support,Medium
2214,I wanted to ask about something in general.,General/Irrelevant,Low
2215,The shipment included an incorrect item.,Returns & Refunds,Medium
2216,Can you assist me with something?,Returns & Refunds,Medium
2217,I need help with my purchase.,Returns & Refunds,High
2218,i have a question for you.,Technical Support,Low
2219,this product doesn't meet my expectations and i'd like to return it.,Returns & Refunds,Medium
2220,I need help with my purchase.,Returns & Refunds,High
2221,How do I update my profile information? Looking forward to your response.,Account Management,Low
2222,the application keeps crashing whenever i try to use this feature.,Technical Support,Low
2223,I have an issue with my recent order.,Account Management,Medium
2224,the product arrived defective and doesn't work.,Returns & Refunds,Medium
2225,The page loads extremely slowly for me.,Technical Support,Medium
2226,i have a general inquiry for your team. looking forward to your response.,General/Irrelevant,Low
2227,I'm experiencing performance issues with the platform.,Technical Support,Medium
2228,do you have information about what's included in the package? thanks for your assistance.,Product Inquiry,Low
2229,I'm reaching out about something.,General/Irrelevant,Medium
2230,I forgot my login credentials.,Account Management,Medium
2231,can you help me resolve this problem?,Technical Support,Medium
2232,Can you help me with some information?,Product Inquiry,Low
2233,Something is wrong with my order.,Billing & Payments,Medium
2234,what's the difference between these product versions?,Product Inquiry,Medium
2235,Can you help me with some information?,General/Irrelevant,High
2236,i'm experiencing performance issues with the platform.,Technical Support,Medium
2237,how do i change my subscription settings? looking forward to your response.,Billing & Payments,Medium
2238,What are the main features of this product?,Product Inquiry,Medium
2239,Can you help me with my purchase?,Billing & Payments,Medium
2240,I'd like to provide feedback about something.,General/Irrelevant,Medium
2241,this product doesn't meet my expectations and i'd like to return it.,Returns & Refunds,Medium
2242,i'm looking for some general information.,General/Irrelevant,Low
2243,Do you have any recommendations for me?,General/Irrelevant,Medium
2244,The page loads extremely slowly for me. Thanks for your assistance.,Technical Support,Low
2245,I forgot my login credentials.,Account Management,Medium
2246,The amount I was charged seems incorrect.,Billing & Payments,Medium
2247,the wrong item was sent to me.,Returns & Refunds,Medium
2248,just checking in to see how things are going.,General/Irrelevant,Medium
2249,How do I update my profile information?,Account Management,Low
2250,can you provide some information about something?,General/Irrelevant,Low
2251,I'm looking for more details about something.,Product Inquiry,Medium
2252,i forgot my login credentials. looking forward to your response.,Account Management,Medium
2253,I have a question that might not fit your usual categories. I'm a longtime customer.,General/Irrelevant,Low
2254,I need assistance with my account.,Account Management,High
2255,I'm experiencing performance issues with the platform.,Technical Support,Medium
2256,I need assistance with something.,General/Irrelevant,High
2257,This product doesn't meet my expectations and I'd like to return it.,Returns & Refunds,Medium
2258,I forgot my login credentials. I'm a longtime customer.,Account Management,Medium
2259,can i exchange this for a different option? looking forward to your response.,Returns & Refunds,Medium
2260,can you help me with some information?,Product Inquiry,Low
2261,What's the difference between these product versions?,Product Inquiry,Medium
2262,Something is wrong with my order.,Billing & Payments,Medium
2263,What can you tell me about your company?,Billing & Payments,Medium
2264,can you help me understand this transaction from last week?,Billing & Payments,Medium
2265,How do I update my profile information?,Account Management,Low
2266,What are the main features of this product?,Product Inquiry,Medium
2267,The application keeps crashing whenever I try to use this feature. I hope you're having a good day.,Technical Support,Low
2268,There's a bug in the system that prevents me from completing my task.,Technical Support,Medium
2269,the application froze while i was using it.,Product Inquiry,Medium
2270,I'm having trouble connecting to the service.,Technical Support,Medium
2271,Can you help me resolve this problem? Thanks for your assistance.,Technical Support,Low
2272,Can you tell me more about the specifications?,Product Inquiry,Medium
2273,Can you help me out? I appreciate your help with this.,General/Irrelevant,Medium
2274,I need help accessing my account.,Account Management,High
2275,I received a damaged item and would like to return it.,Returns & Refunds,Medium
2276,What options are available for customization?,Product Inquiry,Medium
2277,I'm looking for more details about something. I hope you're having a good day.,Product Inquiry,Medium
2278,do you have information about what's included in the package? thanks for your assistance.,Product Inquiry,Low
2279,the shipment included an incorrect item.,Returns & Refunds,Medium
2280,Can you assist me with something?,Returns & Refunds,Medium
2281,is there a newer version available?,Product Inquiry,Medium
2282,The system returned an unexpected error code. I'm a longtime customer.,Technical Support,Medium
2283,There's a problem I need help with.,Technical Support,High
2284,There's a discrepancy in my billing statement.,Billing & Payments,Medium
2285,can i get a refund for this purchase?,Returns & Refunds,Medium
2286,There's a problem I need help with.,Technical Support,High
2287,the wrong item was sent to me.,Returns & Refunds,Medium
2288,"i need assistance with an issue. by the way, the weather is nice today.",Billing & Payments,High
2289,Just checking in to see how things are going.,General/Irrelevant,Medium
2290,What features are included in this version?,Product Inquiry,Medium
2291,My credit card declined but I was still charged.,Billing & Payments,Medium
2292,i'd like to update my account information.,Account Management,Low
2293,I'm looking for some general information.,General/Irrelevant,Low
2294,I need to send this back as it's not what I expected.,Returns & Refunds,High
2295,The amount I was charged seems incorrect.,Billing & Payments,Medium
2296,i'd like to know more about your latest product offerings.,Product Inquiry,High
2297,Can you provide some information about something?,General/Irrelevant,Low
2298,I have a question that might not fit your usual categories.,General/Irrelevant,Low
2299,I'd like to know more about your latest product offerings.,Product Inquiry,High
2300,can you provide some information about something?,General/Irrelevant,Low
2301,The wrong item was sent to me. This is my first time contacting support.,Returns & Refunds,Medium
2302,I have an issue with my account.,Account Management,Medium
2303,i'm looking for more details about something. i'm a longtime customer.,Product Inquiry,Medium
2304,I need assistance regarding something.,Product Inquiry,High
2305,I didn't authorize this charge on my account.,Billing & Payments,Medium
2306,the service seems to be down or experiencing technical difficulties.,Technical Support,Medium
2307,"I'm looking for more details about something. By the way, the weather is nice today.",Product Inquiry,Medium
2308,"Hi there, just wanted to reach out. This is my first time contacting support.",General/Irrelevant,Medium
2309,the shipment included an incorrect item.,Returns & Refunds,Medium
2310,Do you have any recommendations for me?,General/Irrelevant,Medium
2311,there's a bug in the system that prevents me from completing my task.,Technical Support,Medium
2312,Can you help me with my account issue? Thanks for your assistance.,Account Management,Low
2313,i'd like to provide feedback about something.,General/Irrelevant,Medium
2314,I have a question that might not fit your usual categories.,General/Irrelevant,Low
2315,"The amount I was charged seems incorrect. By the way, the weather is nice today.",Billing & Payments,Medium
2316,Can you help me with my account issue?,Account Management,Medium
2317,there's a problem i need help with.,Technical Support,High
2318,I'm experiencing performance issues with the platform.,Technical Support,Medium
2319,Can you help me with some information? I hope you're having a good day.,General/Irrelevant,Low
2320,i have an issue with my recent purchase. thanks for your assistance.,Billing & Payments,Low
2321,I'm experiencing performance issues with the platform.,Technical Support,Medium
2322,What options are available for customization?,Product Inquiry,Medium
2323,How do I update my profile information?,Account Management,Low
2324,the application froze while i was using it.,Technical Support,Medium
2325,I'm looking for more details about something.,Product Inquiry,Medium
2326,I need assistance with my account. I appreciate your help with this.,Account Management,High
2327,i received a damaged item and would like to return it.,Returns & Refunds,Medium
2328,I'd like to provide feedback about something.,General/Irrelevant,Medium
2329,I'm having trouble connecting to the service. I appreciate your help with this.,Technical Support,Medium
2330,I didn't authorize this charge on my account.,Billing & Payments,High
2331,Can I get a refund for this purchase? This is my first time contacting support.,Returns & Refunds,Medium
2332,I have a question about an item.,Product Inquiry,Low
2333,I have an issue with my account.,Account Management,Medium
2334,I'd like to know more about your latest product offerings.,Product Inquiry,High
2335,Something is wrong with my order.,Billing & Payments,Medium
2336,can i get a refund for this purchase?,Returns & Refunds,Medium
2337,Can you provide some information about something? Thanks for your assistance.,General/Irrelevant,Low
2338,I'm getting error messages when trying to access certain features.,Technical Support,High
2339,I need assistance with my account.,Account Management,High
2340,can you help me understand this transaction from last week?,Billing & Payments,Medium
2341,Can I get a refund for this purchase?,Returns & Refunds,Medium
2342,Can you help me resolve this problem?,Technical Support,Medium
2343,I have a question for you.,Account Management,Low
2344,can you help me with some information?,Product Inquiry,Low
2345,I'd like to return this item and get my money back.,Returns & Refunds,Medium
2346,i have an issue with my recent order.,Returns & Refunds,Medium
2347,I need assistance with an issue.,Billing & Payments,High
2348,I'm getting error messages when trying to access certain features.,Technical Support,Medium
2349,I have an issue with my account - something isn't working right.,Technical Support,High
2350,The application froze while I was using it.,Technical Support,Medium
2351,my subscription hasn't been renewed properly.,Billing & Payments,Medium
2352,There's a bug in the system that prevents me from completing my task.,Technical Support,Medium
2353,The item I received wasn't what I ordered.,Returns & Refunds,Medium
2354,I'm looking for some general information.,General/Irrelevant,Low
2355,Can you provide some information about something?,General/Irrelevant,Low
2356,Something is wrong with what I received. I hope you're having a good day.,Returns & Refunds,Medium
2357,I need help accessing my account.,Account Management,High
2358,Can I get a refund for this purchase? Thanks for your assistance.,Returns & Refunds,Medium
2359,can you assist me with something?,Returns & Refunds,Medium
2360,Is this item available in different sizes or colors?,Product Inquiry,Low
2361,I need assistance with something.,General/Irrelevant,High
2362,i wanted to ask about something in general. looking forward to your response.,General/Irrelevant,Low
2363,The application froze while I was using it.,Technical Support,Medium
2364,I have an issue with my recent order.,Returns & Refunds,Medium
2365,Can you help me with some information? Looking forward to your response.,General/Irrelevant,Low
2366,What's the difference between these product versions?,Product Inquiry,Medium
2367,I'd like to return this purchase for a refund.,Returns & Refunds,High
2368,The application froze while I was using it.,Technical Support,Low
2369,I'm looking for some general information. I appreciate your help with this.,General/Irrelevant,Low
2370,can you help me with some information? i hope you're having a good day.,General/Irrelevant,Low
2371,"I noticed an issue with my account - the amount doesn't match what I expected. By the way, the weather is nice today.",Billing & Payments,Medium
2372,The amount I was charged seems incorrect. Looking forward to your response.,Billing & Payments,Low
2373,Can I exchange this for a different option?,Returns & Refunds,Medium
2374,"can you process a refund for my recent purchase? by the way, the weather is nice today.",Billing & Payments,Medium
2375,i need to change my account password. i appreciate your help with this.,Account Management,High
2376,I received a damaged item and would like to return it.,Returns & Refunds,Medium
2377,the amount i was charged seems incorrect. looking forward to your response.,Billing & Payments,Medium
2378,Something isn't functioning correctly in the application.,Technical Support,Medium
2379,I have a general inquiry for your team.,General/Irrelevant,Low
2380,can you help me with some information?,Product Inquiry,Low
2381,I have an issue with my recent purchase.,Billing & Payments,Medium
2382,how do i update my profile information?,General/Irrelevant,Low
2383,Something is wrong with what I received.,Returns & Refunds,Medium
2384,How do I verify my email address?,Account Management,Medium
2385,What can you tell me about your company?,General/Irrelevant,Medium
2386,i forgot my login credentials.,Account Management,Medium
2387,Can you provide more details about the product?,Product Inquiry,Medium
2388,There's a discrepancy in my billing statement.,Billing & Payments,Medium
2389,I have a question for you.,General/Irrelevant,Low
2390,I have an issue with my account.,Account Management,Medium
2391,I need assistance with an issue.,Billing & Payments,High
2392,i have a general inquiry for your team.,General/Irrelevant,Low
2393,Can I change the email associated with my account? This is my first time contacting support.,Account Management,Medium
2394,I need assistance with an issue.,Technical Support,High
2395,I have an issue with my recent order. Looking forward to your response.,Returns & Refunds,Medium
2396,I'm looking for some general information. I appreciate your help with this.,General/Irrelevant,Low
